1,274
2,246
3,662
4,954
5,420
6,300
7,271
8,859
9,608
10,987
11,157
12,504
13,917
14,784
15,594
16,368
17,467
18,158
19,421
20,908
21,24
22,227
23,507
24,630
25,471
26,34
27,102
28,341
29,379
30,216
31,177
32,502
33,810
34,397
35,662
36,473
37,508
38,969
39,606
40,636
41,571
42,305
43,504
44,104
45,500
46,309
47,21
48,526
49,931
50,295
51,143
52,349
53,685
54,713
55,506
56,620
57,974
58,419
59,835
60,862
61,52
62,369
63,997
64,415
65,331
66,469
67,122
68,577
69,686
70,990
71,830
72,315
73,7
74,12
75,959
76,431
77,886
78,766
79,841
80,143
81,342
82,290
83,39
84,435
85,93
86,89
87,596
88,329
89,594
90,500
91,855
92,833
93,568
94,15
95,452
96,180
97,905
98,545
99,447
100,57
101,326
102,845
103,283
104,635
105,898
106,840
107,937
108,523
109,247
110,263
111,756
112,229
113,664
114,980
115,985
116,441
117,925
118,420
119,204
120,521
121,645
122,977
123,654
124,258
125,310
126,279
127,155
128,17
129,496
130,741
131,927
132,411
133,831
134,715
135,601
136,72
137,983
138,82
139,855
140,757
141,98
142,859
143,585
144,757
145,517
146,256
147,906
148,548
149,969
150,609
151,48
152,272
153,380
154,13
155,541
156,684
157,912
158,942
159,62
160,986
161,844
162,94
163,704
164,492
165,30
166,339
167,659
168,863
169,482
170,909
171,967
172,268
173,540
174,248
175,195
176,828
177,217
178,499
179,852
180,384
181,700
182,427
183,258
184,330
185,292
186,92
187,311
188,980
189,538
190,878
191,384
192,491
193,529
194,336
195,774
196,567
197,94
198,699
199,766
200,402
201,87
202,509
203,740
204,122
205,256
206,641
207,615
208,901
209,600
210,512
211,285
212,720
213,74
214,654
215,391
216,4
217,599
218,843
219,744
220,725
221,9
222,44
223,639
224,280
225,307
226,621
227,219
228,353
229,604
230,54
231,926
232,479
233,754
234,695
235,218
236,36
237,987
238,537
239,361
240,604
241,158
242,379
243,473
244,401
245,600
246,766
247,923
248,664
249,155
250,341
251,44
252,877
253,833
254,940
255,485
256,878
257,558
258,795
259,549
260,582
261,491
262,855
263,335
264,216
265,119
266,607
267,294
268,30
269,760
270,702
271,468
272,253
273,959
274,177
275,978
276,199
277,922
278,886
279,626
280,708
281,530
282,271
283,752
284,581
285,685
286,450
287,351
288,104
289,374
290,718
291,424
292,833
293,72
294,964
295,76
296,91
297,474
298,127
299,475
300,795
301,4
302,722
303,998
304,708
305,823
306,845
307,158
308,829
309,147
310,363
311,207
312,259
313,578
314,396
315,359
316,788
317,257
318,977
319,553
320,266
321,631
322,833
323,614
324,551
325,662
326,975
327,347
328,843
329,311
330,398
331,749
332,360
333,10
334,722
335,577
336,590
337,578
338,620
339,968
340,80
341,927
342,130
343,927
344,977
345,525
346,520
347,341
348,652
349,906
350,199
351,438
352,496
353,645
354,928
355,357
356,324
357,42
358,782
359,806
360,276
361,426
362,685
363,537
364,576
365,631
366,714
367,306
368,717
369,573
370,329
371,853
372,691
373,227
374,981
375,734
376,75
377,137
378,888
379,783
380,274
381,92
382,759
383,731
384,870
385,997
386,712
387,456
388,643
389,631
390,315
391,234
392,251
393,295
394,354
395,905
396,440
397,678
398,46
399,348
400,375
401,786
402,840
403,519
404,163
405,955
406,177
407,136
408,379
409,409
410,719
411,584
412,289
413,546
414,692
415,957
416,504
417,865
418,60
419,259
420,41
421,978
422,339
423,258
424,266
425,546
426,304
427,467
428,588
429,556
430,602
431,941
432,687
433,974
434,486
435,36
436,964
437,930
438,594
439,169
440,495
441,384
442,297
443,612
444,607
445,529
446,628
447,709
448,843
449,718
450,137
451,147
452,298
453,367
454,18
455,908
456,239
457,519
458,988
459,835
460,384
461,893
462,578
463,31
464,985
465,174
